# inventory-allowlist-scalar.txt — the pinned audit surface of the SCALAR layer
# (check-scalar.sh Phase 2c). Same format and same discipline as the main
# allowlist: INV|module|name|kind|cone, one line per constant, reviewed as a
# DIFF rather than read line by line.
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._proof_1_67|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._proof_1_68|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._proof_1_6|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._proof_1_70|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._proof_1_7|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._proof_1_8|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._proof_1_9|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_12|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_13|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_14|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_15|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_16|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_17|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_18|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_19|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_20|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_21|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_22|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_23|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_24|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_25|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4._simp_1_71|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_4|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_1|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_26|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_27|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_28|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_29|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_2|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_30|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_31|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_32|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_33|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_34|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_35|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_36|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_37|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_38|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_39|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_3|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_41|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_42|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_43|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_44|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_45|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_46|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_47|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_48|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_49|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_4|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_50|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_52|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_53|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_54|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_55|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_56|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_57|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_58|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_59|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_5|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_61|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_62|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_63|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_64|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_65|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_66|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_67|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_68|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_6|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_70|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_7|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_8|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._proof_1_9|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_12|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_13|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_14|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_15|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_16|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_17|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_18|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_19|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_20|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_21|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_22|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_23|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_24|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_25|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5._simp_1_71|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_5|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_1|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_26|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_27|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_28|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_29|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_2|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_30|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_31|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_32|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_33|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_34|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_35|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_36|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_37|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_38|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_39|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_3|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_41|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_42|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_43|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_44|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_45|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_46|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_47|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_48|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_49|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_4|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_50|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_52|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_53|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_54|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_55|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_56|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_57|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_58|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_59|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_5|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_61|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_62|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_63|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_64|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_65|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_66|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_67|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_68|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_6|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_70|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_7|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_8|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._proof_1_9|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_12|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_13|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_14|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_15|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_16|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_17|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_18|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_19|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_20|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_21|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_22|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_23|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_24|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_25|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6._simp_1_71|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_6|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_1|theorem|propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_26|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_27|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_28|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_29|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_2|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_30|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_31|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_32|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_33|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_34|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_35|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_36|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_37|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_38|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_39|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_3|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_41|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_42|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_43|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_44|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_45|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_46|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_47|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_48|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_49|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_4|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_51|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_52|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_53|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_54|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_55|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_56|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_57|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_58|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_59|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_5|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_61|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_62|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_63|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_64|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_65|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_66|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_67|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_68|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_6|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_70|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_7|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_8|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._proof_1_9|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._simp_1_12|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._simp_1_13|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._simp_1_14|theorem|Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._simp_1_15|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._simp_1_16|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._simp_1_17|theorem|Classical.choice,Quot.sound,propext
INV|Proofs.ScalarBytesSpec|ScalarProofs.bytes_word_loop_tail_7._simp_1_18|theorem|propext
